source_url,name,source,source_product_id,brand,category,price,original_price,availability,description,image_url,specifications,captured_at
https://www.tk3c.com/product/237107?p=1&kw=無線滑鼠&ec=Search_goodsPC1,華碩 ROG-HARPE-ACE輕量無線三模電競滑鼠,tk3c,237107,ASUS,Wireless Mouse,2990.0,,InStock,經專業玩家測試認可的鼠型、輕量級 54 g設計、ROG AimPoint 光學感測器、三模連線功能、ROG SpeedNova 無線技術、ROG 微動開關、ROG 圖騰防滑貼,https://www.cdn-tkec.tw/image/product/202302/237107_M.jpg?t=20230303105822,{},2026-09-09T08:42:05.801743+00:00
https://www.tk3c.com/product/211603?p=1&kw=無線滑鼠&ec=Search_goodsPC1,RASTO RM10超靜音無線滑鼠-白,tk3c,211603,Rasto,Wireless Mouse,299.0,,InStock,無線超靜音 長效省電、四鍵式設計、USB隨插即用、2.4G無線技術,https://www.cdn-tkec.tw/image/product/202009/211603_M.jpg?t=20200921143206,{},2026-09-09T08:42:07.157359+00:00
https://www.tk3c.com/product/191103?p=1&kw=無線滑鼠&ec=Search_goodsPC1,雷柏 M10 PLUS 無線光學滑鼠-黑,tk3c,191103,雷柏,Wireless Mouse,299.0,,InStock,2.4G無線傳輸10米傳輸距離、1000DPI辦公家用專用、電池壽命長達9個月,https://www.cdn-tkec.tw/image/product/201809/191103_M.jpg?t=20240708091342,{},2026-09-09T08:42:08.672997+00:00
https://www.tk3c.com/product/239045?p=1&kw=無線滑鼠&ec=Search_goodsPC1,E-books M71手感型超靜音無線滑鼠,tk3c,239045,E-books,Wireless Mouse,199.0,,InStock,1200DPI 精準定位、USB接收器隨插即用、無線超靜音、低耗省電、2.4GHz無線技術與10公尺追蹤距離,https://www.cdn-tkec.tw/image/product/202304/239045_M.jpg?t=20230428173021,{},2026-09-09T08:42:10.075502+00:00
https://www.tk3c.com/product/264031?p=1&kw=無線滑鼠&ec=Search_goodsPC1,Acer M17無線雙模輕漾滑鼠-綠,tk3c,264031,ACER,Wireless Mouse,699.0,,InStock,支援 2.4GHz 無線(USB Dongle)、支援藍牙 5.2（BT5.2）、提供 800 /1200預設/1600 DPI 靈敏度選擇、無線操作距離約10公尺,https://www.cdn-tkec.tw/image/product/202510/264031_M.jpg?t=20251029201530,{},2026-09-09T08:42:12.869193+00:00
https://www.tk3c.com/product/218089?p=1&kw=無線滑鼠&ec=Search_goodsPC1,雷蛇 Razer Orochi V2八岐大蛇靈刃無線滑鼠-白,tk3c,218089,RAZER,Wireless Mouse,1088.0,,InStock,不到 60 公克的超輕量設計、雙無線模式、長達 950 個小時的電池續航力,https://www.cdn-tkec.tw/image/product/202105/218089_M.jpg?t=20210525143024,{},2026-09-09T08:42:14.219727+00:00
https://www.tk3c.com/product/262515?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,羅技 Logitech ALTO KEYS K98M機械式無線鍵盤-珍珠白,tk3c,262515,Logitech,Mechanical Keyboard,2690.0,,InStock,獨創大理石軸客製化鍵盤、Gasket結構，雲感緩震層、透明潮流質感，簡約俐落色調、跨平台連接，最高可配對3個裝置、一鍵連接AI常用工具，效率再提升、背光設計，質感滿分,https://www.cdn-tkec.tw/image/product/202509/262515_M.jpg?t=20250912201611,{},2026-09-09T08:42:15.592811+00:00
https://www.tk3c.com/product/212026?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,羅技 Logitech G512 RGB機械式遊戲鍵盤 青軸,tk3c,212026,Logitech,Mechanical Keyboard,2290.0,,InStock,USB 轉接埠 資料和電源連線、LIGHTSYNC 可自訂、回應式背光、鋁鎂合金 陽極氧化，拉絲處理、媒體與背光控制在您彈指可及的地方就可操作,https://www.cdn-tkec.tw/image/product/202009/212026_M.jpg?t=20250521094900,{},2026-09-09T08:42:17.037650+00:00
https://www.tk3c.com/product/208973?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,羅技 Logitech G512 RGB機械式遊戲鍵盤 GX觸感軸,tk3c,208973,Logitech,Mechanical Keyboard,2290.0,,InStock,USB 轉接埠 資料和電源連線、LIGHTSYNC 可自訂、回應式背光、鋁鎂合金 陽極氧化，拉絲處理、媒體與背光控制在您彈指可及的地方就可操作,https://www.cdn-tkec.tw/image/product/202006/208973_M.jpg?t=20250521094926,{},2026-09-09T08:42:18.523904+00:00
https://www.tk3c.com/product/234211?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,雷蛇 Razer 雨林狼蛛V3類機械式RGB鍵盤,tk3c,234211,RAZER,Mechanical Keyboard,1888.0,,InStock,短軸按鍵、RAZER 機械式薄膜按鍵軸、UV 鍍膜鍵帽、背光專用媒體鍵、動態的燈光效果,https://www.cdn-tkec.tw/image/product/202210/234211_M.jpg?t=20221004183010,{},2026-09-09T08:42:19.882291+00:00
https://www.tk3c.com/product/262516?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,羅技 Logitech ALTO KEYS K98M機械式無線鍵盤-夢幻紫,tk3c,262516,Logitech,Mechanical Keyboard,2690.0,,InStock,獨創大理石軸客製化鍵盤、Gasket結構，雲感緩震層、透明潮流質感，簡約俐落色調、跨平台連接，最高可配對3個裝置、一鍵連接AI常用工具，效率再提升、背光設計，質感滿分,https://www.cdn-tkec.tw/image/product/202509/262516_M.jpg?t=20260525100639,{},2026-09-09T08:42:20.429484+00:00
https://www.tk3c.com/product/251082?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,雷蛇 Razer 黑寡婦蜘蛛V3短軸機械式鍵盤(英文),tk3c,251082,RAZER,Mechanical Keyboard,2090.0,,InStock,"RAZER 機械軸、Razer Chroma RGB 加持、可自訂燈光效果,提供更加沉浸的遊戲體驗、8,000萬次按鍵敲擊使用壽命、精巧的外型設計、多元佈線選項、可自訂設定檔,按鍵綁定和巨集",https://www.cdn-tkec.tw/image/product/202408/251082_M.jpg?t=20240826113019,{},2026-09-09T08:42:21.782284+00:00
https://www.tk3c.com/product/258585?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,羅技 Logitech G515 TKL輕薄無線機械式電競鍵盤-黑,tk3c,258585,Logitech,Mechanical Keyboard,3290.0,,InStock,僅22公釐的超薄外型，時尚美型、採用GL薄型機械式按鍵軸，回應速度更快、可靠的遊戲效能，可長達36小時不間斷遊戲、更流暢的手感、更快的觸發速度,https://www.cdn-tkec.tw/image/product/202505/258585_M.jpg?t=20250617120259,{},2026-09-09T08:42:23.143580+00:00
https://www.tk3c.com/product/258586?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,羅技 Logitech G515 TKL輕薄無線機械式電競鍵盤-白,tk3c,258586,Logitech,Mechanical Keyboard,3290.0,,LimitedAvailability,僅22公釐的超薄外型，時尚美型、採用GL薄型機械式按鍵軸，回應速度更快、可靠的遊戲效能，可長達36小時不間斷遊戲、更流暢的手感、更快的觸發速度,https://www.cdn-tkec.tw/image/product/202505/258586_M.jpg?t=20250617120253,{},2026-09-09T08:42:24.614728+00:00
https://www.tk3c.com/product/258593?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,羅技 Logitech G915 X TKL線性軸無線RGB機械式鍵盤-黑,tk3c,258593,Logitech,Mechanical Keyboard,5190.0,,InStock,低平機械鍵帽、纖薄外型、鋁合金上蓋、觸發點僅1.3mm，有效提高APM、每個鍵最多可設定15種功能，自訂功能無極限、可自訂快捷設定，美型功能兼具,https://www.cdn-tkec.tw/image/product/202505/258593_M.jpg?t=20250710141308,{},2026-09-09T08:42:25.971558+00:00
https://www.tk3c.com/product/258597?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,羅技 Logitech G915 X線性軸無線RGB機械式鍵盤-黑,tk3c,258597,Logitech,Mechanical Keyboard,5490.0,,SoldOut,低平機械鍵帽、纖薄外型、鋁合金上蓋、觸發點僅1.3mm，有效提高APM、可透過9個G功能鍵、滾輪編訂序列、可自訂快捷設定，美型功能兼具,https://www.cdn-tkec.tw/image/product/202505/258597_M.jpg?t=20250710141245,{},2026-09-09T08:42:27.329196+00:00
https://www.tk3c.com/product/262514?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,羅技 Logitech ALTO KEYS K98M機械式無線鍵盤-石墨黑,tk3c,262514,Logitech,Mechanical Keyboard,2690.0,,InStock,獨創大理石軸客製化鍵盤、Gasket結構，雲感緩震層、透明潮流質感，簡約俐落色調、跨平台連接，最高可配對3個裝置、一鍵連接AI常用工具，效率再提升、背光設計，質感滿分,https://www.cdn-tkec.tw/image/product/202509/262514_M.jpg?t=20260525100649,{},2026-09-09T08:42:28.690512+00:00
https://www.tk3c.com/product/208974?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,羅技 Logitech G512 RGB機械式遊戲鍵盤 GX線性軸,tk3c,208974,Logitech,Mechanical Keyboard,2290.0,,InStock,USB 轉接埠 資料和電源連線、LIGHTSYNC 可自訂、回應式背光、鋁鎂合金 陽極氧化，拉絲處理、媒體與背光控制在您彈指可及的地方就可操作,https://www.cdn-tkec.tw/image/product/202006/208974_M.jpg?t=20250521094913,{},2026-09-09T08:42:30.059671+00:00
https://www.tk3c.com/product/240542?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,雷蛇 Razer 雨林狼蛛V3機械式薄膜短軸鍵盤,tk3c,240542,RAZER,Mechanical Keyboard,1788.0,,InStock,短軸按鍵、機械式薄膜按鍵軸、UV 鍍膜鍵帽、防潑水設計、1000Hz超快輪詢率,https://www.cdn-tkec.tw/image/product/202306/240542_M.jpg?t=20260211133733,{},2026-09-09T08:42:31.407345+00:00
https://www.tk3c.com/product/259245?p=1&kw=機械式鍵盤&ec=Search_goodsPC1,羅技 Logitech PRO X TKL無線機械式遊戲鍵盤-黑,tk3c,259245,Logitech,Mechanical Keyboard,4990.0,,InStock,專為職業選手量身訂製、LIGHTSPEED無線技術、無數字鍵台精巧設計、約1680萬色RGB,https://www.cdn-tkec.tw/image/product/202506/259245_M.jpg?t=20250703094826,{},2026-09-09T08:42:32.766759+00:00
https://www.tk3c.com/product/254147?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,Riivan USB-C TO C 100W快充傳輸線1.2M-白,tk3c,254147,Riivan,USB-C Cable,349.0,,InStock,高韌度鐵佛龍線心保護層、高強度Kelvar防彈纖維、抗干擾EMI遮蔽層、PVC強化絕緣外皮、織布編織保護網、絕對硬漢線，三年保固,https://www.cdn-tkec.tw/image/product/202411/254147_M.jpg?t=20241119113013,{},2026-09-09T08:42:35.500363+00:00
https://www.tk3c.com/product/254156?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,Riivan USB-C TO C 100W快充傳輸線2M-灰,tk3c,254156,Riivan,USB-C Cable,429.0,,InStock,高韌度鐵佛龍線心保護層、高強度Kelvar防彈纖維、抗干擾EMI遮蔽層、PVC強化絕緣外皮、織布編織保護網、絕對硬漢線，三年保固,https://www.cdn-tkec.tw/image/product/202411/254156_M.jpg?t=20241119113014,{},2026-09-09T08:42:36.875967+00:00
https://www.tk3c.com/product/267692?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,Riivan USB-C to C 60W快充傳輸線1.2M-金,tk3c,267692,Riivan,USB-C Cable,349.0,,InStock,高韌度鐵佛龍線心保護層、高強度Kelvar防彈纖維、抗干擾EMI遮蔽層、PVC強化絕緣外皮、織布編織保護網、絕對硬漢線，三年保固,https://www.cdn-tkec.tw/image/product/202603/267692_M.jpg?t=20260316131506,{},2026-09-09T08:42:38.238705+00:00
https://www.tk3c.com/product/245692?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,大通 USB-C to C 3.2 Gen2編織傳輸線1M-黑,tk3c,245692,大通PX,USB-C Cable,509.0,,InStock,支援PD 240W高功率快速充電、高速數據傳輸 USB 3.2 Gen2 10Gbps、TypeC to C 數據傳輸&充電二合一、SR接頭強化設計 耐彎折、接頭耐插拔一萬次、鋁合金接頭 外型美觀堅固且抗干擾、鍍金接頭 抗氧化穩定傳輸、編織包覆更耐用不易破損,https://www.cdn-tkec.tw/image/product/202401/245692_M.jpg?t=20240229212103,{},2026-09-09T08:42:39.599861+00:00
https://www.tk3c.com/product/197339?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,亞果元素ADAM USB-C to Lightning充電傳輸線1.2m-黑,tk3c,197339,ADAM,USB-C Cable,590.0,,InStock,蘋果原廠MFi認證、支援iPhone與iPad 系列PD快速充電、iPhone X 0%∼50%只要30分鐘、內部金屬編織網隔絕干擾、堅固尼龍編織線材並強化接頭、三年保固,https://www.cdn-tkec.tw/image/product/201904/197339_M.jpg?t=20190423153014,{},2026-09-09T08:42:40.946237+00:00
https://www.tk3c.com/product/199452?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,ADAM USB-C to Lightning充電傳輸線2m-黑,tk3c,199452,ADAM,USB-C Cable,690.0,,InStock,蘋果原廠MFi認證、支援iPhone與iPad 系列PD快速充電、iPhone X 0%∼50%只要30分鐘、內部金屬編織網隔絕干擾、堅固尼龍編織線材並強化接頭、三年保固,https://www.cdn-tkec.tw/image/product/201906/199452_M.jpg?t=20190611183023,{},2026-09-09T08:42:42.302291+00:00
https://www.tk3c.com/product/245688?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,大通PX USB-C to C USB2.0充電傳輸線1M-白,tk3c,245688,大通PX,USB-C Cable,269.0,,InStock,支援PD 60W高功率快速充電、資料傳輸功能 480Mbps、TypeC to C 數據傳輸&充電二合一、SR接頭強化設計 耐彎折、接頭耐插拔一萬次、鋁合金接頭 外型美觀堅固且抗干擾、鍍金接頭 抗氧化穩定傳輸、TPE披覆 不怕脆化及變形,https://www.cdn-tkec.tw/image/product/202401/245688_M.jpg?t=20240229211421,{},2026-09-09T08:42:43.660627+00:00
https://www.tk3c.com/product/245691?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,大通 USB-C to C 3.2 Gen2充電傳輸線2M-白,tk3c,245691,大通PX,USB-C Cable,509.0,,InStock,支援PD 240W高功率快速充電、高速數據傳輸 USB 3.2 Gen2 10Gbps、TypeC to C 數據傳輸&充電二合一、SR接頭強化設計 耐彎折、接頭耐插拔一萬次、鋁合金接頭 外型美觀堅固且抗干擾、鍍金接頭 抗氧化穩定傳輸、編織包覆更耐用不易破損,https://www.cdn-tkec.tw/image/product/202401/245691_M.jpg?t=20240229211825,{},2026-09-09T08:42:45.026225+00:00
https://www.tk3c.com/product/245689?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,大通 USB-C to C USB2.0充電傳輸線2M-白,tk3c,245689,大通PX,USB-C Cable,309.0,,InStock,支援PD 60W高功率快速充電、資料傳輸功能 480Mbps、TypeC to C 數據傳輸&充電二合一、SR接頭強化設計 耐彎折、接頭耐插拔一萬次、鋁合金接頭 外型美觀堅固且抗干擾、鍍金接頭 抗氧化穩定傳輸、TPE披覆 不怕脆化及變形,https://www.cdn-tkec.tw/image/product/202401/245689_M.jpg?t=20240229211600,{},2026-09-09T08:42:46.370293+00:00
https://www.tk3c.com/product/245690?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,大通 USB-C to C 3.2 Gen2充電傳輸線1M-白,tk3c,245690,大通PX,USB-C Cable,469.0,,InStock,支援PD 240W高功率快速充電、高速數據傳輸 USB 3.2 Gen2 10Gbps、TypeC to C 數據傳輸&充電二合一、SR接頭強化設計 耐彎折、接頭耐插拔一萬次、鋁合金接頭 外型美觀堅固且抗干擾、鍍金接頭 抗氧化穩定傳輸、編織包覆更耐用不易破損,https://www.cdn-tkec.tw/image/product/202401/245690_M.jpg?t=20240229211738,{},2026-09-09T08:42:47.719832+00:00
https://www.tk3c.com/product/245693?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,大通 USB-C to C 3.2 Gen2編織傳輸線1M-灰,tk3c,245693,大通PX,USB-C Cable,509.0,,InStock,支援PD 240W高功率快速充電、高速數據傳輸 USB 3.2 Gen2 10Gbps、TypeC to C 數據傳輸&充電二合一、SR接頭強化設計 耐彎折、接頭耐插拔一萬次、鋁合金接頭 外型美觀堅固且抗干擾、鍍金接頭 抗氧化穩定傳輸、編織包覆更耐用不易破損,https://www.cdn-tkec.tw/image/product/202401/245693_M.jpg?t=20240229212321,{},2026-09-09T08:42:49.305503+00:00
https://www.tk3c.com/product/245694?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,大通 USB-C to C 3.2 Gen2編織傳輸線2M-黑,tk3c,245694,大通PX,USB-C Cable,529.0,,InStock,支援PD 240W高功率快速充電、高速數據傳輸 USB 3.2 Gen2 10Gbps、TypeC to C 數據傳輸&充電二合一、SR接頭強化設計 耐彎折、接頭耐插拔一萬次、鋁合金接頭 外型美觀堅固且抗干擾、鍍金接頭 抗氧化穩定傳輸、編織包覆更耐用不易破損,https://www.cdn-tkec.tw/image/product/202401/245694_M.jpg?t=20240229212142,{},2026-09-09T08:42:50.657299+00:00
https://www.tk3c.com/product/245695?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,大通 USB-C to C 3.2 Gen2編織傳輸線2M-灰,tk3c,245695,大通PX,USB-C Cable,529.0,,InStock,支援PD 240W高功率快速充電、高速數據傳輸 USB 3.2 Gen2 10Gbps、TypeC to C 數據傳輸&充電二合一、SR接頭強化設計 耐彎折、接頭耐插拔一萬次、鋁合金接頭 外型美觀堅固且抗干擾、鍍金接頭 抗氧化穩定傳輸、編織包覆更耐用不易破損,https://www.cdn-tkec.tw/image/product/202401/245695_M.jpg?t=20240229212251,{},2026-09-09T08:42:52.030566+00:00
https://www.tk3c.com/product/254148?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,Riivan USB-C TO C 100Wеҝ«е……еӮіијёз·ҡ1.2M-зҒ°,tk3c,254148,Riivan,USB-C Cable,349.0,,InStock,й«ҳйҹҢеәҰйҗөдҪӣйҫҚз·ҡеҝғдҝқиӯ·еұӨгҖҒй«ҳеј·еәҰKelvarйҳІеҪҲзә–з¶ӯгҖҒжҠ—е№Іж“ҫEMIйҒ®и”ҪеұӨгҖҒPVCеј·еҢ–зө•з·ЈеӨ–зҡ®гҖҒз№”еёғз·Ёз№”дҝқиӯ·з¶ІгҖҒзө•е°ҚзЎ¬жјўз·ҡпјҢдёүе№ҙдҝқеӣә,https://www.cdn-tkec.tw/image/product/202411/254148_M.jpg?t=20241119113013,{},2026-09-09T08:42:53.385780+00:00
https://www.tk3c.com/product/254150?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,Riivan USB-C TO C 100W快充傳輸線1.2M-黃,tk3c,254150,Riivan,USB-C Cable,349.0,,InStock,高韌度鐵佛龍線心保護層、高強度Kelvar防彈纖維、抗干擾EMI遮蔽層、PVC強化絕緣外皮、織布編織保護網、絕對硬漢線，三年保固,https://www.cdn-tkec.tw/image/product/202411/254150_M.jpg?t=20241119113013,{},2026-09-09T08:42:54.736157+00:00
https://www.tk3c.com/product/254151?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,Riivan USB-C TO C 100W快充傳輸線1.5M-白,tk3c,254151,Riivan,USB-C Cable,389.0,,InStock,高韌度鐵佛龍線心保護層、高強度Kelvar防彈纖維、抗干擾EMI遮蔽層、PVC強化絕緣外皮、織布編織保護網、絕對硬漢線，三年保固,https://www.cdn-tkec.tw/image/product/202411/254151_M.jpg?t=20241119113014,{},2026-09-09T08:42:56.114786+00:00
https://www.tk3c.com/product/254154?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,Riivan USB-C TO C 100W快充傳輸線1.5M-黃,tk3c,254154,Riivan,USB-C Cable,389.0,,InStock,高韌度鐵佛龍線心保護層、高強度Kelvar防彈纖維、抗干擾EMI遮蔽層、PVC強化絕緣外皮、織布編織保護網、絕對硬漢線，三年保固,https://www.cdn-tkec.tw/image/product/202411/254154_M.jpg?t=20241119113014,{},2026-09-09T08:42:57.464742+00:00
https://www.tk3c.com/product/254155?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,Riivan USB-C TO C 100W快充傳輸線2M-白,tk3c,254155,Riivan,USB-C Cable,429.0,,InStock,高韌度鐵佛龍線心保護層、高強度Kelvar防彈纖維、抗干擾EMI遮蔽層、PVC強化絕緣外皮、織布編織保護網、絕對硬漢線，三年保固,https://www.cdn-tkec.tw/image/product/202411/254155_M.jpg?t=20241119113014,{},2026-09-09T08:42:58.860449+00:00
https://www.tk3c.com/product/254157?p=1&kw=USB-C 傳輸線&ec=Search_goodsPC1,Riivan USB-C TO C 100W快充傳輸線2M-粉,tk3c,254157,Riivan,USB-C Cable,429.0,,InStock,高韌度鐵佛龍線心保護層、高強度Kelvar防彈纖維、抗干擾EMI遮蔽層、PVC強化絕緣外皮、織布編織保護網、絕對硬漢線，三年保固,https://www.cdn-tkec.tw/image/product/202411/254157_M.jpg?t=20241119113015,{},2026-09-09T08:43:00.204489+00:00
https://www.tk3c.com/product/261691?p=1&kw=行動電源&ec=Search_goodsPC1,Solide NEXEN半固態防爆行動電源5000mAh-黑,tk3c,261691,Solide,Power Bank,899.0,,InStock,半固態電芯設計，安全耐用不怕爆、輕薄小巧機身，攜帶方便無負擔、磁吸穩固設計，行動電源可吸附免持更方便、20W高效輸出，快速補電不等待、內建 60W C to C 充電吊繩，攜帶充電一線搞定、符合航空規範，登機無憂零風險、極簡現代外型，專為行動生活打造,https://www.cdn-tkec.tw/image/product/202508/261691_M.jpg?t=20251120144710,{},2026-09-09T08:43:01.559632+00:00
https://www.tk3c.com/product/261692?p=1&kw=行動電源&ec=Search_goodsPC1,Solide NEXEN半固態防爆行動電源10000mAh-黑,tk3c,261692,Solide,Power Bank,1299.0,,InStock,半固態電芯設計，安全耐用不怕爆、輕薄小巧機身，攜帶方便無負擔、磁吸穩固設計，行動電源可吸附免持更方便、20W高效輸出，快速補電不等待、內建 60W C to C 充電吊繩，攜帶充電一線搞定、符合航空規範，登機無憂零風險、極簡現代外型，專為行動生活打造,https://www.cdn-tkec.tw/image/product/202508/261692_M.jpg?t=20251120144704,{},2026-09-09T08:43:02.921524+00:00
https://www.tk3c.com/product/258439?p=1&kw=行動電源&ec=Search_goodsPC1,Momax 20W帶線快充行動電源10000mAh-黑,tk3c,258439,Momax,Power Bank,590.0,,InStock,內建USB-C雙向充電線、數字顯示屏即時顯示電量、可以為各種產品快速充電、10000mAh大容量、內建過熱、過充電、短路保護,https://www.cdn-tkec.tw/image/product/202505/258439_M.jpg?t=20251014113412,{},2026-09-09T08:43:04.812464+00:00
